latitude,longitude,price_per_gallon,name
39.808443,-120.627989,3.273,Hub corridor stop (1-3)
38.461318,-120.107799,3.675,Hub corridor stop (1-3)
38.038121,-119.348989,4.658,Hub corridor stop (1-3)
36.468587,-119.729009,4.282,Hub corridor stop (1-3)
36.163268,-118.977311,4.001,Hub corridor stop (1-3)
34.619365,-118.696107,4.782,Hub corridor stop (1-3)
45.103137,-122.082619,4.886,Hub corridor stop (1-4)
43.803186,-122.368183,3.005,Hub corridor stop (1-4)
42.970956,-121.411072,4.815,Hub corridor stop (1-4)
42.086555,-121.000943,4.409,Hub corridor stop (1-4)
40.877508,-120.645821,2.741,Hub corridor stop (1-4)
40.081029,-120.491469,4.766,Hub corridor stop (1-4)
38.961314,-119.986000,2.944,Hub corridor stop (1-4)
37.661756,-119.245358,4.257,Hub corridor stop (1-4)
36.540033,-119.313319,3.856,Hub corridor stop (1-4)
35.845604,-118.585978,3.164,Hub corridor stop (1-4)
34.834363,-118.484453,3.343,Hub corridor stop (1-4)
33.712143,-117.189438,4.133,Hub corridor stop (1-4)
45.316577,-122.323696,3.190,Hub corridor stop (1-5)
44.216705,-121.359215,4.271,Hub corridor stop (1-5)
43.511318,-121.601071,3.796,Hub corridor stop (1-5)
43.020640,-120.639578,3.242,Hub corridor stop (1-5)
42.268041,-119.581859,3.172,Hub corridor stop (1-5)
41.077136,-119.507170,3.617,Hub corridor stop (1-5)
40.783441,-119.030056,4.483,Hub corridor stop (1-5)
40.075410,-118.150849,3.122,Hub corridor stop (1-5)
39.489297,-117.721608,4.536,Hub corridor stop (1-5)
38.224338,-117.199765,4.399,Hub corridor stop (1-5)
37.521601,-115.939242,3.790,Hub corridor stop (1-5)
36.698643,-115.991896,3.609,Hub corridor stop (1-5)
45.342106,-121.390110,2.987,Hub corridor stop (1-6)
44.747502,-120.814174,4.890,Hub corridor stop (1-6)
44.109338,-119.544124,2.788,Hub corridor stop (1-6)
43.823245,-117.367381,4.682,Hub corridor stop (1-6)
43.598747,-115.862907,4.793,Hub corridor stop (1-6)
42.854230,-115.178675,4.803,Hub corridor stop (1-6)
42.684096,-113.901884,4.178,Hub corridor stop (1-6)
41.964634,-112.179045,3.413,Hub corridor stop (1-6)
41.356003,-111.097908,3.294,Hub corridor stop (1-6)
41.021467,-108.825481,2.935,Hub corridor stop (1-6)
40.988350,-108.083734,3.470,Hub corridor stop (1-6)
40.426382,-106.115541,3.645,Hub corridor stop (1-6)
45.172810,-121.231612,3.507,Hub corridor stop (1-7)
45.744366,-119.425068,3.488,Hub corridor stop (1-7)
45.685615,-117.218466,3.595,Hub corridor stop (1-7)
45.583005,-114.202647,2.743,Hub corridor stop (1-7)
44.996134,-112.483254,4.766,Hub corridor stop (1-7)
45.108655,-109.513946,4.717,Hub corridor stop (1-7)
45.123101,-107.588349,4.853,Hub corridor stop (1-7)
45.274645,-105.244405,4.298,Hub corridor stop (1-7)
45.021307,-102.879221,2.659,Hub corridor stop (1-7)
45.285733,-99.949402,4.108,Hub corridor stop (1-7)
45.374059,-98.399313,3.188,Hub corridor stop (1-7)
45.003424,-95.206972,4.844,Hub corridor stop (1-7)
45.253905,-121.150028,3.639,Hub corridor stop (1-8)
45.074180,-118.087279,3.071,Hub corridor stop (1-8)
44.999578,-115.454041,4.542,Hub corridor stop (1-8)
44.687779,-112.768263,3.404,Hub corridor stop (1-8)
44.079528,-110.185231,4.449,Hub corridor stop (1-8)
43.620186,-107.529435,4.382,Hub corridor stop (1-8)
43.447023,-104.844868,2.728,Hub corridor stop (1-8)
43.369756,-101.806057,4.905,Hub corridor stop (1-8)
43.310404,-98.406311,3.259,Hub corridor stop (1-8)
42.459862,-96.404684,3.796,Hub corridor stop (1-8)
42.606876,-93.285309,3.189,Hub corridor stop (1-8)
42.110856,-90.325411,4.200,Hub corridor stop (1-8)
45.529594,-120.384482,4.178,Hub corridor stop (1-9)
44.867959,-117.615704,3.326,Hub corridor stop (1-9)
44.925259,-114.866206,4.348,Hub corridor stop (1-9)
44.413169,-111.808586,3.214,Hub corridor stop (1-9)
44.126358,-108.064913,3.980,Hub corridor stop (1-9)
43.992765,-105.333593,4.933,Hub corridor stop (1-9)
43.864751,-102.311205,4.509,Hub corridor stop (1-9)
43.712249,-98.456980,2.885,Hub corridor stop (1-9)
43.332550,-95.441040,4.583,Hub corridor stop (1-9)
43.385575,-92.971298,3.325,Hub corridor stop (1-9)
42.574260,-89.666400,4.888,Hub corridor stop (1-9)
42.644340,-85.829252,3.506,Hub corridor stop (1-9)
45.450714,-121.319208,3.248,Hub corridor stop (1-10)
44.939783,-118.905292,2.893,Hub corridor stop (1-10)
44.299403,-116.950487,3.151,Hub corridor stop (1-10)
43.626956,-115.133223,3.119,Hub corridor stop (1-10)
43.034060,-112.472991,4.149,Hub corridor stop (1-10)
42.484789,-110.754246,3.403,Hub corridor stop (1-10)
42.303964,-108.349873,3.368,Hub corridor stop (1-10)
41.458285,-105.552767,3.911,Hub corridor stop (1-10)
40.846950,-103.929287,3.559,Hub corridor stop (1-10)
40.674516,-101.197288,2.860,Hub corridor stop (1-10)
39.890763,-98.898703,3.593,Hub corridor stop (1-10)
39.461251,-96.999748,4.842,Hub corridor stop (1-10)
44.596113,-121.253102,3.472,Hub corridor stop (1-11)
43.566136,-119.073546,4.942,Hub corridor stop (1-11)
42.268887,-117.489199,4.324,Hub corridor stop (1-11)
40.896423,-115.476703,4.724,Hub corridor stop (1-11)
39.790100,-112.558972,3.584,Hub corridor stop (1-11)
38.851075,-110.697800,3.024,Hub corridor stop (1-11)
36.983088,-108.431535,4.124,Hub corridor stop (1-11)
36.349176,-106.663112,4.081,Hub corridor stop (1-11)
34.711527,-104.104535,2.986,Hub corridor stop (1-11)
33.389859,-101.904821,4.779,Hub corridor stop (1-11)
32.007323,-99.747717,4.501,Hub corridor stop (1-11)
31.347597,-97.826880,2.941,Hub corridor stop (1-11)
45.188428,-120.956338,3.760,Hub corridor stop (1-12)
43.673942,-119.189081,3.542,Hub corridor stop (1-12)
43.250455,-117.393811,4.546,Hub corridor stop (1-12)
41.710613,-115.174365,3.161,Hub corridor stop (1-12)
40.862479,-113.049380,4.557,Hub corridor stop (1-12)
39.688336,-111.544261,3.569,Hub corridor stop (1-12)
38.903705,-109.324853,2.933,Hub corridor stop (1-12)
37.695041,-106.947166,4.714,Hub corridor stop (1-12)
36.531789,-105.022939,4.392,Hub corridor stop (1-12)
35.510630,-102.704152,2.921,Hub corridor stop (1-12)
34.884524,-100.892977,4.092,Hub corridor stop (1-12)
33.660130,-98.939447,3.990,Hub corridor stop (1-12)
44.475543,-120.411112,3.678,Hub corridor stop (1-13)
43.101627,-118.008970,4.073,Hub corridor stop (1-13)
41.557151,-114.419354,4.406,Hub corridor stop (1-13)
40.180202,-110.819692,3.063,Hub corridor stop (1-13)
38.385193,-107.736856,2.945,Hub corridor stop (1-13)
36.775079,-104.351754,3.667,Hub corridor stop (1-13)
35.250493,-100.998678,4.114,Hub corridor stop (1-13)
33.370669,-96.976308,4.439,Hub corridor stop (1-13)
32.090857,-94.188674,3.809,Hub corridor stop (1-13)
30.417044,-89.982803,2.963,Hub corridor stop (1-13)
29.172209,-86.543144,4.334,Hub corridor stop (1-13)
27.562473,-83.866391,4.908,Hub corridor stop (1-13)
44.921199,-120.352905,4.757,Hub corridor stop (1-14)
43.868834,-117.824009,4.790,Hub corridor stop (1-14)
42.857821,-115.154512,4.389,Hub corridor stop (1-14)
41.981801,-111.600204,3.282,Hub corridor stop (1-14)
41.500307,-109.214641,3.805,Hub corridor stop (1-14)
40.632007,-106.093133,3.255,Hub corridor stop (1-14)
39.400981,-102.930222,2.735,Hub corridor stop (1-14)
38.232947,-100.009054,4.804,Hub corridor stop (1-14)
37.639960,-96.285056,3.038,Hub corridor stop (1-14)
36.772297,-93.924125,3.871,Hub corridor stop (1-14)
35.727015,-90.640663,4.658,Hub corridor stop (1-14)
34.728922,-87.379193,4.680,Hub corridor stop (1-14)
44.908026,-119.952666,4.098,Hub corridor stop (1-15)
44.648219,-116.933516,3.259,Hub corridor stop (1-15)
44.536949,-113.480476,3.479,Hub corridor stop (1-15)
43.850207,-109.950727,3.057,Hub corridor stop (1-15)
43.306836,-106.653998,4.536,Hub corridor stop (1-15)
42.435237,-102.470826,4.913,Hub corridor stop (1-15)
42.139149,-98.797491,3.369,Hub corridor stop (1-15)
41.201654,-95.713086,2.994,Hub corridor stop (1-15)
41.102996,-91.703170,3.829,Hub corridor stop (1-15)
40.770000,-88.322039,3.173,Hub corridor stop (1-15)
40.071656,-84.769479,2.656,Hub corridor stop (1-15)
39.334314,-81.042494,3.471,Hub corridor stop (1-15)
45.082061,-120.169548,4.005,Hub corridor stop (1-16)
44.731841,-116.726175,3.742,Hub corridor stop (1-16)
44.299044,-112.550988,3.210,Hub corridor stop (1-16)
43.925047,-109.413904,4.118,Hub corridor stop (1-16)
44.046236,-104.902395,3.574,Hub corridor stop (1-16)
43.237112,-101.702198,4.133,Hub corridor stop (1-16)
43.061584,-97.503453,4.135,Hub corridor stop (1-16)
42.594388,-93.081519,4.337,Hub corridor stop (1-16)
42.073516,-89.218015,2.751,Hub corridor stop (1-16)
41.887445,-85.771986,3.197,Hub corridor stop (1-16)
41.172049,-81.542599,2.678,Hub corridor stop (1-16)
41.132638,-77.502963,2.977,Hub corridor stop (1-16)
45.147108,-120.000150,3.816,Hub corridor stop (1-17)
45.235687,-116.202017,3.052,Hub corridor stop (1-17)
44.750748,-112.534260,2.762,Hub corridor stop (1-17)
44.904319,-107.970263,4.295,Hub corridor stop (1-17)
44.033809,-103.785391,4.364,Hub corridor stop (1-17)
44.102642,-99.748241,3.691,Hub corridor stop (1-17)
43.682712,-96.191506,3.184,Hub corridor stop (1-17)
43.299312,-91.854736,4.374,Hub corridor stop (1-17)
43.506308,-87.266340,4.287,Hub corridor stop (1-17)
42.953515,-83.399171,3.653,Hub corridor stop (1-17)
43.066831,-79.297100,3.260,Hub corridor stop (1-17)
42.711910,-74.769833,3.149,Hub corridor stop (1-17)
45.503102,-120.739035,3.249,Hub corridor stop (1-18)
44.662965,-116.757325,4.823,Hub corridor stop (1-18)
44.574986,-113.331576,4.674,Hub corridor stop (1-18)
43.837660,-109.609453,4.737,Hub corridor stop (1-18)
43.604151,-105.400089,4.180,Hub corridor stop (1-18)
43.402965,-101.800048,4.581,Hub corridor stop (1-18)
42.760981,-97.649766,3.656,Hub corridor stop (1-18)
42.334876,-94.107174,3.358,Hub corridor stop (1-18)
41.531008,-90.259064,2.829,Hub corridor stop (1-18)
41.575177,-86.888233,2.712,Hub corridor stop (1-18)
40.567291,-82.381258,3.443,Hub corridor stop (1-18)
40.146897,-79.390397,2.746,Hub corridor stop (1-18)
37.656778,-122.035995,4.253,Hub corridor stop (2-4)
37.333546,-122.179215,4.008,Hub corridor stop (2-4)
36.667444,-121.081935,4.535,Hub corridor stop (2-4)
36.632220,-121.337722,4.646,Hub corridor stop (2-4)
36.243674,-120.126519,2.896,Hub corridor stop (2-4)
35.342858,-120.454975,2.729,Hub corridor stop (2-4)
35.387518,-119.404267,4.109,Hub corridor stop (2-4)
34.966922,-119.146037,3.311,Hub corridor stop (2-4)
34.054558,-119.205680,4.392,Hub corridor stop (2-4)
33.723403,-118.585867,3.625,Hub corridor stop (2-4)
33.189815,-118.221396,3.300,Hub corridor stop (2-4)
33.271470,-117.700542,3.388,Hub corridor stop (2-4)
38.019449,-122.052056,4.608,Hub corridor stop (2-5)
37.665093,-121.967965,3.600,Hub corridor stop (2-5)
37.409415,-120.717757,3.448,Hub corridor stop (2-5)
37.468762,-120.347020,3.148,Hub corridor stop (2-5)
37.450668,-120.166943,4.536,Hub corridor stop (2-5)
36.837960,-119.665207,3.115,Hub corridor stop (2-5)
37.123827,-118.203929,2.660,Hub corridor stop (2-5)
36.805476,-118.059304,4.483,Hub corridor stop (2-5)
36.462663,-117.474149,3.449,Hub corridor stop (2-5)
36.787385,-117.102386,4.821,Hub corridor stop (2-5)
36.275311,-116.561293,4.259,Hub corridor stop (2-5)
36.297121,-116.073237,4.114,Hub corridor stop (2-5)
37.579733,-121.288822,4.253,Hub corridor stop (2-6)
38.211469,-120.212769,3.468,Hub corridor stop (2-6)
38.098649,-119.028440,4.698,Hub corridor stop (2-6)
38.035225,-117.189648,2.708,Hub corridor stop (2-6)
38.276330,-116.358048,4.723,Hub corridor stop (2-6)
38.640025,-114.859221,4.683,Hub corridor stop (2-6)
38.609839,-113.391451,3.873,Hub corridor stop (2-6)
39.131613,-111.734250,4.136,Hub corridor stop (2-6)
39.004564,-110.723618,3.007,Hub corridor stop (2-6)
39.507942,-109.027394,4.357,Hub corridor stop (2-6)
39.193597,-107.834038,4.429,Hub corridor stop (2-6)
39.637475,-106.721177,3.713,Hub corridor stop (2-6)
38.404633,-121.197534,3.091,Hub corridor stop (2-7)
38.500303,-118.738022,4.590,Hub corridor stop (2-7)
38.973696,-116.898133,3.219,Hub corridor stop (2-7)
39.670306,-114.236207,3.020,Hub corridor stop (2-7)
40.247597,-112.203470,4.893,Hub corridor stop (2-7)
41.104289,-109.949838,4.863,Hub corridor stop (2-7)
41.241555,-107.363302,4.913,Hub corridor stop (2-7)
42.303061,-104.716797,3.650,Hub corridor stop (2-7)
42.460206,-102.470225,2.896,Hub corridor stop (2-7)
43.043615,-100.362549,2.728,Hub corridor stop (2-7)
43.754651,-97.667800,4.245,Hub corridor stop (2-7)
44.401909,-95.478212,3.716,Hub corridor stop (2-7)
37.729329,-120.586582,3.581,Hub corridor stop (2-8)
38.435946,-117.877445,3.639,Hub corridor stop (2-8)
38.647325,-115.237290,3.619,Hub corridor stop (2-8)
38.733791,-112.478314,4.674,Hub corridor stop (2-8)
39.443886,-109.715073,4.611,Hub corridor stop (2-8)
39.706026,-106.984591,3.694,Hub corridor stop (2-8)
39.777674,-104.213359,2.875,Hub corridor stop (2-8)
40.180526,-101.291500,4.290,Hub corridor stop (2-8)
40.655806,-98.987417,3.624,Hub corridor stop (2-8)
40.861968,-95.869892,3.591,Hub corridor stop (2-8)
41.344260,-92.808958,3.071,Hub corridor stop (2-8)
41.657987,-90.162607,3.544,Hub corridor stop (2-8)
37.995613,-120.023562,2.738,Hub corridor stop (2-9)
38.352032,-117.999810,4.448,Hub corridor stop (2-9)
38.994611,-114.527382,2.883,Hub corridor stop (2-9)
39.102912,-111.357860,4.300,Hub corridor stop (2-9)
39.423774,-108.119569,4.557,Hub corridor stop (2-9)
39.794942,-105.175702,4.830,Hub corridor stop (2-9)
39.941343,-101.779204,3.553,Hub corridor stop (2-9)
40.692691,-99.135085,4.914,Hub corridor stop (2-9)
40.772151,-96.044396,3.281,Hub corridor stop (2-9)
41.167619,-92.933486,3.613,Hub corridor stop (2-9)
41.546743,-89.167149,3.460,Hub corridor stop (2-9)
41.802490,-86.443703,4.355,Hub corridor stop (2-9)
38.149092,-121.002991,3.154,Hub corridor stop (2-10)
38.144917,-119.175738,3.138,Hub corridor stop (2-10)
37.780369,-116.602293,4.512,Hub corridor stop (2-10)
38.239853,-114.651733,3.943,Hub corridor stop (2-10)
38.060019,-111.979234,3.462,Hub corridor stop (2-10)
38.454970,-109.882583,4.527,Hub corridor stop (2-10)
38.441467,-108.127276,3.911,Hub corridor stop (2-10)
38.307396,-105.414550,3.466,Hub corridor stop (2-10)
38.921233,-103.696974,3.515,Hub corridor stop (2-10)
38.609232,-101.326898,3.078,Hub corridor stop (2-10)
38.539619,-98.833518,3.297,Hub corridor stop (2-10)
38.815193,-96.984226,3.753,Hub corridor stop (2-10)
37.324120,-120.943349,4.166,Hub corridor stop (2-11)
